mask_name,target_area_frac,target_perimeter,target_components,target_compactness,target_edge_density,shift_target_printed,iou_target_pixelILT,xor_target_pixelILT,iou_target_printed,xor_target_printed,comp_delta_target_printed,iou_pixelILT_litho_t0.30,xor_pixelILT_litho_t0.30,iou_pixelILT_litho_t0.40,xor_pixelILT_litho_t0.40,iou_pixelILT_litho_t0.50,xor_pixelILT_litho_t0.50,iou_litho_resist_t0.30,xor_litho_resist_t0.30,iou_litho_resist_t0.40,xor_litho_resist_t0.40,iou_litho_resist_t0.50,xor_litho_resist_t0.50,iou_resist_printed_t0.30,xor_resist_printed_t0.30,comp_delta_resist_printed_t0.30,iou_resist_printed_t0.40,xor_resist_printed_t0.40,comp_delta_resist_printed_t0.40,iou_resist_printed_t0.50,xor_resist_printed_t0.50,comp_delta_resist_printed_t0.50,iou_resist_printed_mean,iou_resist_printed_std
cell0.png,0.032221317291259766,3816.0,5.0,107.7490713738642,0.0009098052978515625,7.253799541741501,0.27737204587170006,0.7226279541282771,0.8742129323480582,0.12578706765186984,0,0.11674364187891578,0.8832563581210606,0.0,0.9999999999999764,0.0,0.9999999999999764,0.3454742381848112,0.6545257618151193,0.0,0.9999999999999254,0.0,0.9999999999999204,0.8720483784740178,0.1279516215259126,0,0.9365036758674498,0.0634963241324756,0,0.9999999999999204,0.0,0,0.936184018113796,0.05223651978317185
cell1.png,0.021050214767456055,2488.0,4.0,70.11070210927376,0.0005931854248046875,3.55067283700978,0.25269737040271534,0.7473026295972545,0.8979768266941104,0.10202317330577738,0,0.12518620723338406,0.8748137927665854,0.015201836430681603,0.9847981635692878,0.0,0.9999999999999695,0.44912933961226054,0.55087066038763,0.05818640681411217,0.9418135931857711,0.0,0.9999999999998762,0.8844376300513762,0.11556236994851435,0,0.9435778798180865,0.05642212018179672,0,0.9999999999998762,0.0,0,0.9426718366231129,0.04718248985045097
cell10.png,0.02347087860107422,3182.0,5.0,102.85161106717676,0.0007586479187011719,2.892827024049522,0.23887148586363857,0.7611285141363364,0.8882279803052779,0.1117720196946226,0,0.07084643118980248,0.9291535688101724,0.0,0.9999999999999749,0.0,0.9999999999999749,0.2663111698362261,0.7336888301636796,0.0,0.9999999999998981,0.0,0.9999999999998906,0.8625265442875879,0.13747345571231773,0,0.931286430522059,0.06871356947783917,0,0.9999999999998906,0.0,0,0.9312709916031792,0.056123304340477416
cell100.png,0.03079533576965332,4306.0,7.0,143.55000193439747,0.0010266304016113281,8.126874478492981,0.28992725250955875,0.7100727474904178,0.8512417162627041,0.1487582837372208,0,0.0988730445861666,0.9011269554138096,0.0,0.9999999999999762,0.0,0.9999999999999762,0.3038216002220279,0.696178399777899,0.0,0.9999999999999208,0.0,0.999999999999915,0.8582531079718304,0.1417468920280965,0,0.9297945747474972,0.07020542525242378,0,0.999999999999915,0.0,0,0.9293492275730809,0.05786878318221137
cell1000.png,0.025963306427001953,3300.0,4.0,100.00183658010248,0.0007867813110351562,2.8836558749229417,0.23970301547139486,0.7602969845285807,0.8794920555929976,0.12050794440691355,0,0.09272405725364617,0.9072759427463287,0.0,0.9999999999999749,0.0,0.9999999999999749,0.312776670158457,0.6872233298414585,0.0,0.999999999999909,0.0,0.9999999999999025,0.8668012705706699,0.13319872942924568,0,0.9342165164344046,0.06578348356550434,0,0.9999999999999025,0.0,0,0.9336725956683257,0.054379513714512676
cell10000.png,0.02138519287109375,3254.0,4.0,118.04892079782768,0.0007758140563964844,4.746273466063958,0.23429641362325723,0.765703586376716,0.8705629296553169,0.12943707034457505,0,0.004900499716710706,0.9950995002832624,0.0,0.9999999999999731,0.0,0.9999999999999731,0.01806930693069128,0.9819306930692098,0.0,0.9999999999998909,0.0,0.9999999999998801,0.8253564356434827,0.17464356435641837,0,0.9101440097825212,0.08985599021736963,0,0.9999999999998801,0.0,0,0.9118334818086279,0.07130794429595264
cell10001.png,0.03158879280090332,3804.0,4.0,109.21645671764382,0.0009069442749023438,1.8996682474402071,0.26867266841101006,0.7313273315889678,0.8993190375337613,0.10068096246616508,0,0.10452576420800024,0.895474235791977,0.0057772834485376925,0.9942227165514396,0.0,0.9999999999999772,0.32720033528916403,0.672799664710766,0.018987105213977274,0.9810128947859479,0.0,0.9999999999999205,0.8786253143335513,0.12137468566637877,0,0.9402653709586289,0.05973462904129622,0,0.9999999999999205,0.0,0,0.9396302284307003,0.0495530431939726
cell10002.png,0.007286548614501953,1040.0,2.0,35.39035403326385,0.000247955322265625,2.7096298006483375,0.15864331411506116,0.8413566858848843,0.8632160869000184,0.13678391309965834,0,0.05462055631234045,0.9453794436876045,0.0,0.999999999999945,0.0,0.999999999999945,0.3139483488033359,0.6860516511963484,0.0,0.9999999999996576,0.0,0.9999999999996305,0.854675759297577,0.1453242407021073,0,0.9269620599914645,0.07303794000819304,0,0.9999999999996305,0.0,0,0.9272126064295573,0.059328637346255916
cell10003.png,0.011228084564208984,1558.0,2.0,51.542956638817195,0.0003714561462402344,5.517821672678331,0.17179902755266774,0.8282009724472944,0.8979924484699078,0.1020075515298859,0,0.041961736856308246,0.9580382631436537,0.0,0.9999999999999619,0.0,0.9999999999999619,0.2125909948772845,0.787409005122523,0.0,0.9999999999997924,0.0,0.9999999999997773,0.8646150290796779,0.13538497092012955,0,0.9323807941516589,0.0676192058481335,0,0.9999999999997773,0.0,0,0.9323319410770381,0.055270693727786785
cell10004.png,0.02512645721435547,3854.0,5.0,140.9393479320137,0.0009188652038574219,3.0460621562223382,0.24206330386613986,0.7579366961338364,0.8475142321859328,0.15248576781397674,0,0.011292697150177068,0.988707302849799,0.0,0.999999999999976,0.0,0.999999999999976,0.03938803709067577,0.960611962909241,0.0,0.999999999999908,0.0,0.9999999999998987,0.8219048094690421,0.17809519053087466,0,0.9086073945929194,0.09139260540698867,0,0.9999999999998987,0.0,0,0.9101707346872868,0.0727154602852494
